pmid,year,journal,title,doi,article_group,categories,publication_types,pubmed_url
41553866,2026,Journal of periodontology,Change in tooth mobility following non-surgical periodontal therapy: A retrospective cohort study of clinical outcomes.,10.1002/jper.70046,Original Article,再生與黏膜牙齦手術; 非手術治療與抗菌輔助; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41553866/
41553860,2026,Journal of periodontology,A retrospective cohort study comparing periodontal regeneration using fibroblast growth factor-2 versus autologous bone graft.,10.1002/jper.70060,Original Article,再生與黏膜牙齦手術; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41553860/
41553855,2026,Journal of periodontology,Periodontitis severity and its social and clinical determinants: An ACES framework-based NHANES analysis.,10.1002/jper.70064,Original Article,分類與治療指引; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41553855/
41553854,2026,Journal of periodontology,The impact of periodontal therapy on clinical and inflammatory parameters in type II diabetics.,10.1002/jper.70035,Original Article,非手術治療與抗菌輔助; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41553854/
41553844,2026,Journal of periodontology,Periodontal regeneration with enamel matrix derivative and decortication: A retrospective analysis of one year clinical and radiographic outcomes.,10.1002/jper.70067,Original Article,再生與黏膜牙齦手術; 非手術治療與抗菌輔助; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41553844/
41531395,2026,Journal of periodontology,Peri-implant disease pathogenesis animal models: Consensus report of Workgroup 1 of the IADR Implantology Research Group Best Evidence Consensus Symposium on Peri-Implant Disease and Its Treatment.,10.1002/JPER.24-0423,Original Article,分類與治療指引; 植體周圍疾病; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41531395/
41525464,2026,Journal of periodontology,Alterations in brain metabolites in rats with experimental periodontitis: A metabolomic approach.,10.1002/jper.70069,Original Article,全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41525464/
41511067,2026,Journal of periodontology,Association of human papillomavirus infection with increased new-onset periodontitis risk: A multi-center retrospective cohort study.,10.1002/jper.70052,Original Article,診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41511067/
41502118,2026,Journal of periodontology,Impact of COVID-19 pandemic-related disruptions in periodontal maintenance on periodontal health.,10.1002/jper.70050,Original Article,SPT/SPC 與風險評估; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41502118/
41498281,2026,Journal of periodontology,An updated evidence-based recommendation for the treatment of gingival recession associated with non-carious cervical lesions.,10.1002/jper.70049,Review,分類與治療指引; 再生與黏膜牙齦手術,Journal Article; Review,https://pubmed.ncbi.nlm.nih.gov/41498281/
41498258,2026,Journal of periodontology,Morphological patterns of buccal bone plate in the maxillary esthetic zone: A cross-sectional study.,10.1002/jper.70071,Original Article,分類與治療指引; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41498258/
40952033,2026,Journal of periodontology,Relationship between Mediterranean diet and periodontal inflammation in a UK population: A cross-sectional study.,10.1002/jper.70016,Original Article,分類與治療指引; 全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40952033/
40867041,2026,Journal of periodontology,Three-dimensional craniofacial morphology predicts periodontal tissue dimensions using the facial scanner.,10.1002/jper.70006,Original Article,診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40867041/
40838330,2026,Journal of periodontology,Volume-stable collagen matrix to treat gingival recession associated with non-carious cervical lesions: Randomized clinical trial.,10.1002/jper.11386,Original Article,再生與黏膜牙齦手術,Journal Article; Randomized Controlled Trial,https://pubmed.ncbi.nlm.nih.gov/40838330/
40824186,2026,Journal of periodontology,Long noncoding RNA MIR100HG regulates inflammatory response by interacting with RNA-binding protein Quaking in periodontitis.,10.1002/jper.11394,Original Article,微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40824186/
40820487,2026,Journal of periodontology,Prosthetic factors influencing the prevalence of peri-implant diseases and marginal bone loss in static computer-assisted implant sites: A cross-sectional study.,10.1002/jper.11387,Original Article,分類與治療指引; 植體周圍疾病; 再生與黏膜牙齦手術; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40820487/
40751474,2026,Journal of periodontology,"Multi-cohort evaluation of ""Don't know"" responders to self-report oral health questions: Implications for etiologic research.",10.1002/jper.11378,Original Article,全身疾病與危險因子,Journal Article; Observational Study,https://pubmed.ncbi.nlm.nih.gov/40751474/
40729460,2026,Journal of periodontology,Effect of allograft and xenograft ridge preservation on dental implant outcomes: A retrospective cohort study.,10.1002/JPER.24-0852,Original Article,植體周圍疾病; 再生與黏膜牙齦手術; SPT/SPC 與風險評估,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/40729460/
40702945,2026,Journal of periodontology,"Healing following ridge preservation using demineralized allograft particles or fibers alone, and combined with xenograft.",10.1002/jper.11374,Original Article,再生與黏膜牙齦手術,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/40702945/
40627764,2026,Journal of periodontology,The microbial metabolite isovaleric acid aggravates gelatinase-mediated periodontal tissue destruction via the NF-κB signaling pathway.,10.1002/jper.11375,Original Article,非手術治療與抗菌輔助; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40627764/
40522719,2026,Journal of periodontology,Effect of smoking over one pack daily on implant healing and health: A cohort study.,10.1002/jper.11362,Original Article,植體周圍疾病; 全身疾病與危險因子; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40522719/
40491325,2026,Journal of periodontology,Association between high serum ferritin and periodontitis: A population-based cross-sectional preliminary study.,10.1002/JPER.24-0491,Original Article,全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40491325/
40388196,2026,Journal of periodontology,Concentrated growth factor with guided tissue regeneration for shallow infrabony defects: A one-year prospective study.,10.1002/JPER.24-0728,Original Article,再生與黏膜牙齦手術; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40388196/
41474259,2025,Journal of periodontology,Hyperglycemia exacerbates placental inflammation induced by Porphyromonas gingivalis-lipopolysaccharide.,10.1002/jper.70051,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41474259/
41466554,2025,Journal of periodontology,Diagnostic accuracy of artificial intelligence-based deep learning models in detecting furcation involvement: A systematic review and meta-analysis.,10.1002/jper.70055,Review,再生與黏膜牙齦手術; SPT/SPC 與風險評估; 診斷影像與數位工具,Journal Article; Review,https://pubmed.ncbi.nlm.nih.gov/41466554/
41457808,2025,Journal of periodontology,Outcomes of alveolar ridge preservation using a collagenated bovine bone xenograft: A randomized controlled trial.,10.1002/jper.70036,Original Article,再生與黏膜牙齦手術; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41457808/
41450199,2025,Journal of periodontology,Predicting peri-implantitis incidence and implant failure via risk-assessment and prognostication tools: A validation study.,10.1002/jper.70047,Original Article,分類與治療指引; 植體周圍疾病; SPT/SPC 與風險評估,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41450199/
41450179,2025,Journal of periodontology,Peri-implantitis pathogenesis: Novel insights may guide therapeutic interventions.,10.1002/jper.70037,Review,植體周圍疾病; SPT/SPC 與風險評估; 全身疾病與危險因子; 診斷影像與數位工具,Journal Article; Review,https://pubmed.ncbi.nlm.nih.gov/41450179/
41450084,2025,Journal of periodontology,Increased risk of mild cognitive impairment is associated with severe periodontitis: A cross-sectional study.,10.1002/jper.70042,Original Article,再生與黏膜牙齦手術,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41450084/
41450080,2025,Journal of periodontology,Shortened outreach periodontal therapy in nursing home residents with periodontitis: A randomized controlled trial.,10.1002/jper.70041,Original Article,分類與治療指引; 非手術治療與抗菌輔助,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41450080/
41373110,2025,Journal of periodontology,aMMP-8 self-testing and self-administered questionnaires for periodontitis screening: A diagnostic trial in a Chinese population.,10.1002/jper.70032,Original Article,分類與治療指引; SPT/SPC 與風險評估; 微生物與宿主生物標記; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41373110/
41373090,2025,Journal of periodontology,The influence of flap design on the relevance of biomaterials in regenerative periodontal surgery.,10.1002/jper.70034,Review,再生與黏膜牙齦手術; 診斷影像與數位工具,Journal Article; Review,https://pubmed.ncbi.nlm.nih.gov/41373090/
41373085,2025,Journal of periodontology,Deep learning-based identification of periodontal infrabony defects with regenerative potential: A multicenter retrospective study.,10.1002/jper.70039,Original Article,分類與治療指引; 再生與黏膜牙齦手術; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41373085/
41373067,2025,Journal of periodontology,Comparative efficacy of novel bioactive glass versus sodium fluoride toothpaste for dentin hypersensitivity.,10.1002/jper.70024,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41373067/
41363709,2025,Journal of periodontology,Dextran sodium sulfate confounds causal role of periodontitis in inflammatory bowel disease.,10.1002/jper.70045,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41363709/
41159894,2025,Journal of periodontology,Validity of a self-reported questionnaire for periodontal status in a Thai population.,10.1002/JPER.24-0707,Original Article,分類與治療指引; 全身疾病與危險因子; 診斷影像與數位工具,Journal Article; Validation Study,https://pubmed.ncbi.nlm.nih.gov/41159894/
40627767,2025,Journal of periodontology,Stromal cell-derived factor-1 regulates expression of vascular endothelial growth factor and osteopontin after tooth extraction.,10.1002/JPER.24-0785,Original Article,再生與黏膜牙齦手術; SPT/SPC 與風險評估,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40627767/
40627761,2025,Journal of periodontology,Prognostic utility of oral neutrophil counts in high-risk periodontitis: A retrospective study.,10.1002/jper.11360,Original Article,分類與治療指引; SPT/SPC 與風險評估; 微生物與宿主生物標記,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/40627761/
40627758,2025,Journal of periodontology,Causal network between periodontitis and systemic inflammation: Triangulating evidence from Mendelian randomization and sequencing datasets.,10.1002/JPER.24-0382,Original Article,分類與治療指引; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40627758/
40627757,2025,Journal of periodontology,Papilla and gingival outcomes in implant-rehabilitated patients with oligodontia: A retrospective study.,10.1002/jper.11369,Original Article,再生與黏膜牙齦手術,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/40627757/
40622381,2025,Journal of periodontology,"Multiscale, interspecies evaluation of parameters affecting alveolar bone repair.",10.1002/JPER.24-0594,Original Article,分類與治療指引,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/40622381/
40444818,2025,Journal of periodontology,"Randomized clinical trial evaluating kinetic benefits of desensitizing agents: Magnitude, onset, and stability of relief.",10.1002/JPER.24-0688,Original Article,其他牙周臨床/基礎研究,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/40444818/
40444811,2025,Journal of periodontology,Comparative long-term augmentation stability of L- and I-shaped guided bone regeneration techniques for maxillary anterior region.,10.1002/JPER.24-0867,Original Article,植體周圍疾病; 再生與黏膜牙齦手術; 診斷影像與數位工具,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/40444811/
40388113,2025,Journal of periodontology,Efficacy of soft tissue augmentation in the maxillary esthetic region: A 5-year randomized controlled trial.,10.1002/JPER.24-0660,Original Article,植體周圍疾病; 再生與黏膜牙齦手術,Journal Article; Randomized Controlled Trial,https://pubmed.ncbi.nlm.nih.gov/40388113/
40351293,2025,Journal of periodontology,Transcriptome analysis of granulation tissue from periodontal osseous defects.,10.1002/JPER.24-0821,Original Article,再生與黏膜牙齦手術; 非手術治療與抗菌輔助,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40351293/
41259347,2025,Journal of periodontology,Design characteristics of studies evaluating the effect of non-surgical periodontal treatment on systemic health outcomes.,10.1002/JPER.24-0847,Original Article,非手術治療與抗菌輔助; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41259347/
41251456,2025,Journal of periodontology,C-reactive protein interactive with IL-6 mediates alveolar bone remodeling imbalance during orthodontic tooth movement with periodontitis.,10.1002/jper.70030,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41251456/
41211647,2025,Journal of periodontology,The association of periodontal inflammation and inflammatory markers with cognitive dysfunction: A case-control study.,10.1002/jper.70020,Original Article,微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41211647/
41201882,2025,Journal of periodontology,Management of residual periodontal pockets using an oscillating chitosan device: A randomized clinical trial.,10.1002/jper.70010,Original Article,分類與治療指引; 再生與黏膜牙齦手術; 非手術治療與抗菌輔助; SPT/SPC 與風險評估; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41201882/
41201872,2025,Journal of periodontology,Cross-sectional analysis of role of socioeconomic status in the association between depression and periodontitis.,10.1002/jper.70012,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41201872/
41187004,2025,Journal of periodontology,TAM pathway proteins as novel salivary biomarkers for periodontitis.,10.1002/jper.70021,Original Article,分類與治療指引; 微生物與宿主生物標記; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41187004/
40674387,2025,Journal of periodontology,Global burden of oral disorders with projections over the next 30 years.,10.1002/JPER.24-0638,Original Article,SPT/SPC 與風險評估,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40674387/
40444858,2025,Journal of periodontology,Sustainability of regular use of interdental cleaning tools in periodontally healthy individuals.,10.1002/JPER.24-0551,Original Article,其他牙周臨床/基礎研究,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/40444858/
40298280,2025,Journal of periodontology,Hypomethylation of the interleukin-6 promoter in gingival tissue of patients with periodontitis.,10.1002/JPER.24-0698,Original Article,微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40298280/
40254962,2025,Journal of periodontology,Machine learning-assisted prediction of clinical responses to periodontal treatment.,10.1002/JPER.24-0737,Original Article,SPT/SPC 與風險評估; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40254962/
40254821,2025,Journal of periodontology,J-shaped associations between thiocyanate and periodontitis: A cross-sectional study from NHANES 2009-2014.,10.1002/JPER.24-0832,Original Article,分類與治療指引,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40254821/
40209073,2025,Journal of periodontology,"Influence of soft tissue thickness, blade type, and guide design on computer-assisted esthetic crown lengthening.",10.1002/JPER.24-0860,Original Article,診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40209073/
40173055,2025,Journal of periodontology,Metformin reverses periodontal destruction caused by experimental periodontitis by inhibiting interleukin-1β activity.,10.1002/JPER.24-0684,Original Article,全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40173055/
40153369,2025,Journal of periodontology,Peri-implantitis reconstructive treatment implementing a titanium brush: 5-year extension results from a randomized clinical trial.,10.1002/JPER.24-0673,Original Article,植體周圍疾病; 再生與黏膜牙齦手術; 非手術治療與抗菌輔助; 診斷影像與數位工具,Journal Article; Randomized Controlled Trial; Observational Study,https://pubmed.ncbi.nlm.nih.gov/40153369/
40153360,2025,Journal of periodontology,Immediate postoperative anesthesia with either lidocaine or bupivacaine: A short-term clinical response.,10.1002/JPER.25-0045,Original Article,再生與黏膜牙齦手術,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/40153360/
41159907,2025,Journal of periodontology,Genetic susceptibility and metabolic pathways linking oral health to metabolic dysfunction-associated steatotic liver disease.,10.1002/jper.70029,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41159907/
41159906,2025,Journal of periodontology,Cost-effectiveness and long-term outcomes of periodontal regeneration versus dental implants: A retrospective study.,10.1002/jper.70023,Original Article,植體周圍疾病; 再生與黏膜牙齦手術; SPT/SPC 與風險評估,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41159906/
41159895,2025,Journal of periodontology,Reduced prevalence of periodontitis in antidepressant users: Findings from a large-scale US sample.,10.1002/jper.70014,Original Article,分類與治療指引; 再生與黏膜牙齦手術,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41159895/
41138070,2025,Journal of periodontology,Association between periodontitis and gestational diabetes mellitus via systemic inflammation: A prospective cohort study.,10.1002/jper.70026,Original Article,分類與治療指引; 全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41138070/
41105699,2025,Journal of periodontology,"Relationships between periodontitis, tooth loss, and metabolic syndrome indicators.",10.1002/jper.70022,Original Article,分類與治療指引; SPT/SPC 與風險評估; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41105699/
41104943,2025,Journal of periodontology,Upregulation of senescence-associated gene expression levels in human gingival tissue affected by periodontitis.,10.1002/jper.11393,Original Article,SPT/SPC 與風險評估; 微生物與宿主生物標記; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41104943/
41085042,2025,Journal of periodontology,"Arg-gingipain, myeloperoxidase, and anti-CarP across the rheumatoid arthritis spectrum.",10.1002/jper.70009,Original Article,分類與治療指引; 非手術治療與抗菌輔助; 全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41085042/
41056318,2025,Journal of periodontology,Peri-implant hypoxia as a potential barrier against ferroptotic mechanisms during peri-implant diseases: A cross-sectional study.,10.1002/jper.70001,Original Article,植體周圍疾病; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41056318/
40689548,2025,Journal of periodontology,Surveying coating strategies for peri-implantitis management: Clinical implications and classificatory approaches.,10.1002/JPER.24-0462,Review,分類與治療指引; 植體周圍疾病; 非手術治療與抗菌輔助; 微生物與宿主生物標記,Journal Article; Review,https://pubmed.ncbi.nlm.nih.gov/40689548/
40663013,2025,Journal of periodontology,Anti-inflammatory and antiresorptive activities of tanshinone-IIA mitigate alveolar bone destruction in mice with experimental periodontitis.,10.1002/JPER.24-0618,Original Article,再生與黏膜牙齦手術; 非手術治療與抗菌輔助; SPT/SPC 與風險評估; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40663013/
40627765,2025,Journal of periodontology,Resolvin E1 and maresin 1 restore senescence-induced disruption of human periodontal ligament fibroblast function.,10.1002/JPER.24-0565,Original Article,再生與黏膜牙齦手術,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40627765/
40173048,2025,Journal of periodontology,Comparison of four bone substitute types in sinus augmentation with perforated Schneiderian membrane: An experimental study.,10.1002/JPER.24-0663,Original Article,再生與黏膜牙齦手術,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/40173048/
40153367,2025,Journal of periodontology,Prior chronic periodontitis is associated with chronic rhinosinusitis: A population-based case-control study.,10.1002/JPER.24-0744,Original Article,分類與治療指引; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40153367/
40125562,2025,Journal of periodontology,Treatment of peri-implantitis with diode laser or mucosal flap surgery: A clinical randomized controlled trial.,10.1002/JPER.24-0683,Original Article,分類與治療指引; 植體周圍疾病; 非手術治療與抗菌輔助; 微生物與宿主生物標記,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/40125562/
40099937,2025,Journal of periodontology,Gingival crevicular fluid during experimental gingivitis: A review of immune and tissue regulation.,10.1002/JPER.24-0715,Review,全身疾病與危險因子; 微生物與宿主生物標記,Journal Article; Systematic Review,https://pubmed.ncbi.nlm.nih.gov/40099937/
40099890,2025,Journal of periodontology,Association between periodontitis severity and prostate-specific antigen levels using the NHANES data.,10.1002/JPER.24-0561,Original Article,分類與治療指引; SPT/SPC 與風險評估; 全身疾病與危險因子; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40099890/
39925314,2025,Journal of periodontology,Presence of nonimpacted third molars affects the response of neighboring teeth to nonsurgical periodontal therapy.,10.1002/JPER.24-0674,Original Article,再生與黏膜牙齦手術; 非手術治療與抗菌輔助,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39925314/
39868971,2025,Journal of periodontology,Effect of initial bone morphology on alveolar bone remodeling following molar extraction: A retrospective study.,10.1002/JPER.24-0342,Original Article,再生與黏膜牙齦手術; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39868971/
41004203,2025,Journal of periodontology,Periodontitis and high phosphate intake alone or in combination adversely affect the kidney.,10.1002/jper.70013,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41004203/
41004198,2025,Journal of periodontology,Probiotic consumption reduces alveolar bone loss and kidney damage in pregnant rats with experimental periodontitis.,10.1002/jper.11389,Original Article,再生與黏膜牙齦手術; 非手術治療與抗菌輔助; SPT/SPC 與風險評估; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41004198/
40627762,2025,Journal of periodontology,Pouch versus non-pouch technique for repairing the maxillary sinus membrane large perforation in rhesus monkey.,10.1002/JPER.24-0717,Original Article,再生與黏膜牙齦手術,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/40627762/
40627754,2025,Journal of periodontology,Triglyceride glucose index and periodontitis: A nationwide study.,10.1002/JPER.24-0490,Original Article,全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40627754/
40254848,2025,Journal of periodontology,Association between periodontitis and prostate cancer: A case-control study.,10.1002/JPER.24-0440,Original Article,分類與治療指引; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40254848/
40153370,2025,Journal of periodontology,Taurine levels in periodontitis: A pilot study.,10.1002/JPER.24-0574,Original Article,分類與治療指引; 全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40153370/
40125572,2025,Journal of periodontology,Dental-implant inflamed surface area: A quantification and simulation study.,10.1002/JPER.24-0320,Original Article,分類與治療指引; 植體周圍疾病; 再生與黏膜牙齦手術; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40125572/
39925317,2025,Journal of periodontology,"Frequency, cost, and time to re-treatment after active periodontal therapy.",10.1002/JPER.24-0474,Original Article,分類與治療指引; 非手術治療與抗菌輔助; SPT/SPC 與風險評估; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39925317/
39903661,2025,Journal of periodontology,"Silk-fibroin chitosan film for palatal wounds: Material development, in vitro study, and pilot clinical trial.",10.1002/JPER.24-0441,Original Article,再生與黏膜牙齦手術,Journal Article; Clinical Trial,https://pubmed.ncbi.nlm.nih.gov/39903661/
39812473,2025,Journal of periodontology,Excess cement and peri-implant disease: A cross-sectional clinical endoscopic study.,10.1002/JPER.24-0510,Original Article,植體周圍疾病; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39812473/
39692450,2025,Journal of periodontology,"Gingival crevicular fluid Bax, Bcl-xl, interleukin-22, and transforming growth factor beta 1 levels in stage III periodontitis.",10.1002/JPER.24-0356,Original Article,分類與治療指引; 全身疾病與危險因子,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/39692450/
40853679,2025,Journal of periodontology,The effect of non-surgical periodontal treatment on progranulin levels.,10.1002/jper.11396,Original Article,非手術治療與抗菌輔助; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40853679/
40838362,2025,Journal of periodontology,Balint Orban Memorial Program Abstracts.,10.1002/JPER.25-0080,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40838362/
40838329,2025,Journal of periodontology,Diversity and random forest models of oral microbiomes in periodontal health using publicly available data.,10.1002/jper.70000,Original Article,非手術治療與抗菌輔助; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40838329/
40751470,2025,Journal of periodontology,Pulsed electromagnetic field therapy on nonsurgical treatment of peri-implantitis: 12-26 months follow-up.,10.1002/jper.11384,Original Article,植體周圍疾病; 非手術治療與抗菌輔助; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40751470/
40298282,2025,Journal of periodontology,Effect of Porphyromonas gingivalis outer membrane vesicles on renal tubule epithelial-mesenchymal transition.,10.1002/JPER.24-0506,Original Article,分類與治療指引; 再生與黏膜牙齦手術; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40298282/
40259757,2025,Journal of periodontology,BMAL1 downregulation drives PANoptosis and the osteogenic differentiation impairment of PDLSCs by ERK/AP-1 signaling pathway.,10.1002/JPER.24-0497,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40259757/
40231895,2025,Journal of periodontology,Peri-implant inflammation increases the risk of osteonecrosis in mice treated with bisphosphonate.,10.1002/JPER.24-0760,Original Article,植體周圍疾病,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40231895/
40209066,2025,Journal of periodontology,Knowledge and use of digital technologies in periodontal practices in the United States: A survey study.,10.1002/JPER.24-0306,Original Article,診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40209066/
39950354,2025,Journal of periodontology,Omega-3 and aspirin in the nonsurgical treatment of grade C periodontitis: A randomized clinical trial.,10.1002/JPER.24-0322,Original Article,分類與治療指引; 非手術治療與抗菌輔助; 微生物與宿主生物標記,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/39950354/
39869002,2025,Journal of periodontology,Hotspots and global trends in research of host immune response in periodontitis: A bibliometric analysis.,10.1002/JPER.24-0473,Review,微生物與宿主生物標記,Journal Article; Review,https://pubmed.ncbi.nlm.nih.gov/39869002/
39826138,2025,Journal of periodontology,Colorimetric analysis of intraoral scans: A novel approach for detecting gingival inflammation.,10.1002/JPER.24-0389,Original Article,分類與治療指引; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39826138/
39812457,2025,Journal of periodontology,Influence of rheumatoid arthritis on peri-implant diseases: A longitudinal retrospective clinical and radiographic evaluation.,10.1002/JPER.24-0376,Original Article,分類與治療指引; 植體周圍疾病; 再生與黏膜牙齦手術; SPT/SPC 與風險評估; 全身疾病與危險因子; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39812457/
39632588,2025,Journal of periodontology,"Salivary advanced glycated end products, their receptors, and aMMP-8 in periodontitis patients with varying glycemic levels: A cross-sectional study.",10.1002/JPER.24-0362,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39632588/
40729469,2025,Journal of periodontology,"Periodontitis, type 2 diabetes, and other risk factors for implant failure: A nested case-control study.",10.1002/jper.11380,Original Article,分類與治療指引; SPT/SPC 與風險評估; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40729469/
